ICD10CMCODE,DiagnosisDesc,TotalDiag,PrimaryDiag,SecondDiag
S21.122A,"LAC W FB OF L FRNT WL OF THORAX W/O PENET THOR CAVITY, INIT",12,4,8
S21.129A,"LAC W FB OF UNSP FRONT WALL OF THRX W/O PENET THOR CAV, INIT",4,,4
S21.131A,"PNCTR W/O FB OF R FRNT WL OF THORAX W/O PENET THOR CAV, INIT",77,10,67
S21.131D,"PNCTR W/O FB OF R FRNT WL OF THORAX W/O PENET THOR CAV, SUBS",3,,3
S21.132A,"PNCTR W/O FB OF L FRNT WL OF THORAX W/O PENET THOR CAV, INIT",83,15,68
S21.132D,"PNCTR W/O FB OF L FRNT WL OF THORAX W/O PENET THOR CAV, SUBS",6,,6
S21.132S,"PNCTR W/O FB OF L FRNT WL OF THORAX W/O PENET THOR CAV, SQLA",1,,1
S21.139A,"PNCTR W/O FB OF UNSP FRNT WL OF THRX W/O PENET THOR CAV,INIT",40,4,36
S21.139D,"PNCTR W/O FB OF UNSP FRNT WL OF THRX W/O PENET THOR CAV,SUBS",8,,8
S21.139S,"PNCTR W/O FB OF UNSP FRNT WL OF THRX W/O PENET THOR CAV,SQLA",1,,1
S21.141A,"PNCTR W FB OF R FRNT WL OF THORAX W/O PENET THOR CAV, INIT",29,6,23
S21.142A,"PNCTR W FB OF L FRNT WL OF THORAX W/O PENET THOR CAV, INIT",32,15,17
S21.142S,"PNCTR W FB OF L FRNT WL OF THORAX W/O PENET THOR CAV, SQLA",1,,1
S21.149A,"PNCTR W FB OF UNSP FRNT WL OF THRX W/O PENET THOR CAV, INIT",9,2,7
S21.149D,"PNCTR W FB OF UNSP FRNT WL OF THRX W/O PENET THOR CAV, SUBS",1,1,
S21.149S,"PNCTR W FB OF UNSP FRNT WL OF THRX W/O PENET THOR CAV, SQLA",1,,1
S21.151A,"OPEN BITE OF R FRNT WL OF THORAX W/O PENET THOR CAVITY, INIT",7,1,6
S21.151D,"OPEN BITE OF R FRNT WL OF THORAX W/O PENET THOR CAVITY, SUBS",2,,2
S21.152A,"OPEN BITE OF L FRNT WL OF THORAX W/O PENET THOR CAVITY, INIT",2,,2
S21.152D,"OPEN BITE OF L FRNT WL OF THORAX W/O PENET THOR CAVITY, SUBS",2,,2
S21.159A,"OPEN BITE OF UNSP FRNT WALL OF THRX W/O PENET THOR CAV, INIT",1,,1
S21.201A,"UNSP OPN WND R BK WL OF THORAX W/O PENET THOR CAVITY, INIT",25,3,22
S21.201D,"UNSP OPN WND R BK WL OF THORAX W/O PENET THOR CAVITY, SUBS",6,,6
S21.202A,"UNSP OPN WND L BK WL OF THORAX W/O PENET THOR CAVITY, INIT",30,4,26
S21.202D,"UNSP OPN WND L BK WL OF THORAX W/O PENET THOR CAVITY, SUBS",6,1,5
S21.202S,"UNSP OPN WND L BK WL OF THORAX W/O PENET THOR CAVITY, SQLA",1,,1
S21.209A,"UNSP OPN WND UNSP BK WL OF THORAX W/O PENET THOR CAV, INIT",28,,28
S21.209D,"UNSP OPN WND UNSP BK WL OF THORAX W/O PENET THOR CAV, SUBS",1,,1
S21.209S,"UNSP OPN WND UNSP BK WL OF THORAX W/O PENET THOR CAV, SQLA",3,,3
S21.211A,"LAC W/O FB OF R BK WL OF THORAX W/O PENET THOR CAVITY, INIT",136,16,120
S21.211D,"LAC W/O FB OF R BK WL OF THORAX W/O PENET THOR CAVITY, SUBS",1,,1
S21.212A,"LAC W/O FB OF L BK WL OF THORAX W/O PENET THOR CAVITY, INIT",189,23,166
S21.212D,"LAC W/O FB OF L BK WL OF THORAX W/O PENET THOR CAVITY, SUBS",8,,8
S21.219A,"LAC W/O FB OF UNSP BK WL OF THORAX W/O PENET THOR CAV, INIT",68,1,67
S21.219D,"LAC W/O FB OF UNSP BK WL OF THORAX W/O PENET THOR CAV, SUBS",3,,3
S21.219S,"LAC W/O FB OF UNSP BK WL OF THORAX W/O PENET THOR CAV, SQLA",1,,1
S21.221A,"LAC W FB OF R BK WL OF THORAX W/O PENET THOR CAVITY, INIT",3,1,2
S21.222A,"LAC W FB OF L BK WL OF THORAX W/O PENET THOR CAVITY, INIT",6,2,4
S21.229A,"LAC W FB OF UNSP BK WL OF THORAX W/O PENET THOR CAVITY, INIT",3,,3
S21.231A,"PNCTR W/O FB OF R BK WL OF THORAX W/O PENET THOR CAV, INIT",27,3,24
S21.232A,"PNCTR W/O FB OF L BK WL OF THORAX W/O PENET THOR CAV, INIT",42,3,39
S21.232D,"PNCTR W/O FB OF L BK WL OF THORAX W/O PENET THOR CAV, SUBS",1,,1
S21.239A,"PNCTR W/O FB OF UNSP BK WL OF THRX W/O PENET THOR CAV, INIT",25,2,23
S21.239D,"PNCTR W/O FB OF UNSP BK WL OF THRX W/O PENET THOR CAV, SUBS",4,,4
S21.239S,"PNCTR W/O FB OF UNSP BK WL OF THRX W/O PENET THOR CAV, SQLA",3,,3
S21.241A,"PNCTR W FB OF R BK WL OF THORAX W/O PENET THOR CAVITY, INIT",11,4,7
S21.241S,"PNCTR W FB OF R BK WL OF THORAX W/O PENET THOR CAVITY, SQLA",1,,1
S21.242A,"PNCTR W FB OF L BK WL OF THORAX W/O PENET THOR CAVITY, INIT",8,2,6
S21.242D,"PNCTR W FB OF L BK WL OF THORAX W/O PENET THOR CAVITY, SUBS",2,,2
S21.242S,"PNCTR W FB OF L BK WL OF THORAX W/O PENET THOR CAVITY, SQLA",1,,1
S21.249A,"PNCTR W FB OF UNSP BK WL OF THORAX W/O PENET THOR CAV, INIT",6,2,4
S21.249D,"PNCTR W FB OF UNSP BK WL OF THORAX W/O PENET THOR CAV, SUBS",1,,1
S21.249S,"PNCTR W FB OF UNSP BK WL OF THORAX W/O PENET THOR CAV, SQLA",2,,2
S21.251A,"OPEN BITE OF R BK WL OF THORAX W/O PENET THOR CAVITY, INIT",4,1,3
S21.251D,"OPEN BITE OF R BK WL OF THORAX W/O PENET THOR CAVITY, SUBS",1,,1
S21.252A,"OPEN BITE OF L BK WL OF THORAX W/O PENET THOR CAVITY, INIT",1,,1
S21.259A,"OPEN BITE OF UNSP BK WL OF THORAX W/O PENET THOR CAV, INIT",6,,6
S21.301A,"UNSP OPN WND R FRNT WL OF THORAX W PENET THOR CAVITY, INIT",32,4,28
S21.301D,"UNSP OPN WND R FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",4,,4
S21.302A,"UNSP OPN WND L FRNT WL OF THORAX W PENET THOR CAVITY, INIT",54,10,44
S21.302D,"UNSP OPN WND L FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",5,1,4
S21.302S,"UNSP OPN WND L FRNT WL OF THORAX W PENET THOR CAVITY, SQLA",2,,2
S21.309A,"UNSP OPN WND UNSP FRONT WALL OF THRX W PENET THOR CAV, INIT",16,1,15
S21.309D,"UNSP OPN WND UNSP FRONT WALL OF THRX W PENET THOR CAV, SUBS",1,,1
S21.311A,"LAC W/O FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, INIT",105,24,81
S21.311D,"LAC W/O FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",3,,3
S21.312A,"LAC W/O FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, INIT",205,59,146
S21.312D,"LAC W/O FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",5,1,4
S21.312S,"LAC W/O FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, SQLA",1,,1
S21.319A,"LAC W/O FB OF UNSP FRONT WALL OF THRX W PENET THOR CAV, INIT",19,4,15
S21.319D,"LAC W/O FB OF UNSP FRONT WALL OF THRX W PENET THOR CAV, SUBS",2,,2
S21.319S,"LAC W/O FB OF UNSP FRONT WALL OF THRX W PENET THOR CAV, SQLA",1,,1
S21.321A,"LAC W FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, INIT",7,2,5
S21.321D,"LAC W FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",4,,4
S21.322A,"LAC W FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, INIT",9,2,7
S21.322D,"LAC W FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",1,,1
S21.329A,"LAC W FB OF UNSP FRONT WALL OF THORAX W PENET THOR CAV, INIT",1,,1
S21.331A,"PNCTR W/O FB OF R FRNT WL OF THORAX W PENET THOR CAV, INIT",64,10,54
S21.331D,"PNCTR W/O FB OF R FRNT WL OF THORAX W PENET THOR CAV, SUBS",4,1,3
S21.331S,"PNCTR W/O FB OF R FRNT WL OF THORAX W PENET THOR CAV, SQLA",1,,1
S21.332A,"PNCTR W/O FB OF L FRNT WL OF THORAX W PENET THOR CAV, INIT",115,16,99
S21.332D,"PNCTR W/O FB OF L FRNT WL OF THORAX W PENET THOR CAV, SUBS",2,,2
S21.332S,"PNCTR W/O FB OF L FRNT WL OF THORAX W PENET THOR CAV, SQLA",2,,2
S21.339A,"PNCTR W/O FB OF UNSP FRNT WL OF THRX W PENET THOR CAV, INIT",6,,6
S21.339D,"PNCTR W/O FB OF UNSP FRNT WL OF THRX W PENET THOR CAV, SUBS",1,,1
S21.339S,"PNCTR W/O FB OF UNSP FRNT WL OF THRX W PENET THOR CAV, SQLA",1,,1
S21.341A,"PNCTR W FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, INIT",51,11,40
S21.341D,"PNCTR W FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",1,,1
S21.341S,"PNCTR W FB OF R FRNT WL OF THORAX W PENET THOR CAVITY, SQLA",1,,1
S21.342A,"PNCTR W FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, INIT",49,10,39
S21.342D,"PNCTR W FB OF L FRNT WL OF THORAX W PENET THOR CAVITY, SUBS",3,,3
S21.349A,"PNCTR W FB OF UNSP FRONT WALL OF THRX W PENET THOR CAV, INIT",6,1,5
S21.349D,"PNCTR W FB OF UNSP FRONT WALL OF THRX W PENET THOR CAV, SUBS",1,,1
S21.352A,"OPEN BITE OF L FRNT WL OF THORAX W PENET THOR CAVITY, INIT",2,,2
S21.401A,"UNSP OPN WND R BK WL OF THORAX W PENET THORACIC CAVITY, INIT",6,,6
S21.402A,"UNSP OPN WND L BK WL OF THORAX W PENET THORACIC CAVITY, INIT",10,1,9
S21.402D,"UNSP OPN WND L BK WL OF THORAX W PENET THORACIC CAVITY, SUBS",1,,1
S21.409A,"UNSP OPN WND UNSP BK WL OF THORAX W PENET THOR CAVITY, INIT",2,,2
S21.411A,"LAC W/O FB OF R BK WL OF THORAX W PENET THOR CAVITY, INIT",57,7,50
S21.412A,"LAC W/O FB OF L BK WL OF THORAX W PENET THOR CAVITY, INIT",73,12,61
S21.419A,"LAC W/O FB OF UNSP BK WL OF THORAX W PENET THOR CAVITY, INIT",5,1,4
S21.421A,"LAC W FB OF R BK WL OF THORAX W PENET THORACIC CAVITY, INIT",9,3,6
S21.422A,"LAC W FB OF L BK WL OF THORAX W PENET THORACIC CAVITY, INIT",8,,8
S21.431A,"PNCTR W/O FB OF R BK WL OF THORAX W PENET THOR CAVITY, INIT",18,2,16
S21.432A,"PNCTR W/O FB OF L BK WL OF THORAX W PENET THOR CAVITY, INIT",24,3,21
S21.432S,"PNCTR W/O FB OF L BK WL OF THORAX W PENET THOR CAVITY, SQLA",1,,1
S21.439A,"PNCTR W/O FB OF UNSP BK WL OF THORAX W PENET THOR CAV, INIT",1,,1
S21.439D,"PNCTR W/O FB OF UNSP BK WL OF THORAX W PENET THOR CAV, SUBS",1,,1
S21.441A,"PNCTR W FB OF R BK WL OF THORAX W PENET THOR CAVITY, INIT",19,1,18
S21.441D,"PNCTR W FB OF R BK WL OF THORAX W PENET THOR CAVITY, SUBS",2,,2
S21.442A,"PNCTR W FB OF L BK WL OF THORAX W PENET THOR CAVITY, INIT",15,2,13
S21.449A,"PNCTR W FB OF UNSP BK WL OF THORAX W PENET THOR CAVITY, INIT",1,1,
S21.449D,"PNCTR W FB OF UNSP BK WL OF THORAX W PENET THOR CAVITY, SUBS",2,,2
S21.90XA,"UNSP OPEN WOUND OF UNSPECIFIED PART OF THORAX, INIT ENCNTR",23,4,19
S21.90XD,"UNSP OPEN WOUND OF UNSPECIFIED PART OF THORAX, SUBS ENCNTR",4,,4
S21.90XS,"UNSP OPEN WOUND OF UNSPECIFIED PART OF THORAX, SEQUELA",8,,8
S21.91XA,"LACERATION W/O FOREIGN BODY OF UNSP PART OF THORAX, INIT",42,5,37
S21.91XD,"LACERATION W/O FOREIGN BODY OF UNSP PART OF THORAX, SUBS",4,,4
S21.92XA,"LACERATION W FOREIGN BODY OF UNSP PART OF THORAX, INIT",3,2,1
S21.92XD,"LACERATION W FOREIGN BODY OF UNSP PART OF THORAX, SUBS",3,,3
S21.93XA,"PUNCTURE WOUND W/O FOREIGN BODY OF UNSP PART OF THORAX, INIT",13,2,11
S21.93XD,"PUNCTURE WOUND W/O FOREIGN BODY OF UNSP PART OF THORAX, SUBS",1,,1
S21.93XS,"PNCTR W/O FOREIGN BODY OF UNSP PART OF THORAX, SEQUELA",2,,2
S21.94XA,"PUNCTURE WOUND W FOREIGN BODY OF UNSP PART OF THORAX, INIT",3,,3
S21.95XA,"OPEN BITE OF UNSPECIFIED PART OF THORAX, INITIAL ENCOUNTER",2,,2
S22.000A,"WEDGE COMPRESSION FRACTURE OF UNSP THORACIC VERTEBRA, INIT",47,10,37
S22.000D,"WEDGE COMPRSN FX UNSP THOR VERT, SUBS FOR FX W ROUTN HEAL",23,5,18
S22.000G,"WEDGE COMPRSN FX UNSP THOR VERT, SUBS FOR FX W DELAY HEAL",1,,1
S22.000S,"WEDGE COMPRESSION FRACTURE OF UNSP THOR VERTEBRA, SEQUELA",5,,5
S22.001A,"STABLE BURST FRACTURE OF UNSP THORACIC VERTEBRA, INIT",6,3,3
S22.001B,"STABLE BURST FRACTURE OF UNSP THOR VERTEBRA, INIT FOR OPN FX",1,,1
S22.001D,"STABLE BURST FX UNSP THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",1,,1
S22.002A,"UNSTABLE BURST FRACTURE OF UNSP THORACIC VERTEBRA, INIT",1,1,
S22.008A,"OTH FRACTURE OF UNSP THORACIC VERTEBRA, INIT FOR CLOS FX",16,3,13
S22.008D,"OTH FRACTURE OF UNSP THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",7,,7
S22.008G,"OTH FRACTURE OF UNSP THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",1,,1
S22.008S,"OTHER FRACTURE OF UNSPECIFIED THORACIC VERTEBRA, SEQUELA",3,,3
S22.009A,"UNSP FRACTURE OF UNSP THORACIC VERTEBRA, INIT FOR CLOS FX",233,18,215
S22.009B,"UNSP FRACTURE OF UNSP THORACIC VERTEBRA, INIT FOR OPN FX",1,,1
S22.009D,"UNSP FX UNSP THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",123,3,120
S22.009G,"UNSP FX UNSP THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",1,,1
S22.009K,"UNSP FRACTURE OF UNSP THOR VERTEBRA, SUBS FOR FX W NONUNION",1,,1
S22.009S,"UNSP FRACTURE OF UNSPECIFIED THORACIC VERTEBRA, SEQUELA",28,1,27
S22.010A,"WEDGE COMPRESSION FRACTURE OF FIRST THORACIC VERTEBRA, INIT",75,19,56
S22.010B,"WEDGE COMPRSN FX FIRST THOR VERTEBRA, INIT FOR OPN FX",1,,1
S22.010D,"WEDGE COMPRSN FX FIRST THOR VERT, SUBS FOR FX W ROUTN HEAL",14,,14
S22.010S,"WEDGE COMPRESSION FRACTURE OF FIRST THOR VERTEBRA, SEQUELA",4,,4
S22.011A,"STABLE BURST FRACTURE OF FIRST THORACIC VERTEBRA, INIT",68,3,65
S22.011D,"STABLE BURST FX FIRST THOR VERT, SUBS FOR FX W ROUTN HEAL",3,,3
S22.011K,"STABLE BURST FX FIRST THOR VERTEBRA, SUBS FOR FX W NONUNION",1,,1
S22.011S,"STABLE BURST FRACTURE OF FIRST THORACIC VERTEBRA, SEQUELA",1,,1
S22.012A,"UNSTABLE BURST FRACTURE OF FIRST THORACIC VERTEBRA, INIT",5,1,4
S22.012D,"UNSTBL BURST FX FIRST THOR VERT, SUBS FOR FX W ROUTN HEAL",1,1,
S22.018A,"OTH FRACTURE OF FIRST THORACIC VERTEBRA, INIT FOR CLOS FX",194,17,177
S22.018B,"OTH FRACTURE OF FIRST THORACIC VERTEBRA, INIT FOR OPN FX",2,,2
S22.018D,"OTH FX FIRST THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",32,2,30
S22.018S,"OTHER FRACTURE OF FIRST THORACIC VERTEBRA, SEQUELA",3,,3
S22.019A,"UNSP FRACTURE OF FIRST THORACIC VERTEBRA, INIT FOR CLOS FX",684,65,619
S22.019B,"UNSP FRACTURE OF FIRST THORACIC VERTEBRA, INIT FOR OPN FX",8,,8
S22.019D,"UNSP FX FIRST THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",109,7,102
S22.019G,"UNSP FX FIRST THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",1,,1
S22.019S,"UNSPECIFIED FRACTURE OF FIRST THORACIC VERTEBRA, SEQUELA",4,,4
S22.020A,"WEDGE COMPRESSION FRACTURE OF SECOND THORACIC VERTEBRA, INIT",75,11,64
S22.020B,"WEDGE COMPRSN FX SECOND THOR VERTEBRA, INIT FOR OPN FX",1,,1
S22.020D,"WEDGE COMPRSN FX SECOND THOR VERT, SUBS FOR FX W ROUTN HEAL",16,1,15
S22.020G,"WEDGE COMPRSN FX SECOND THOR VERT, SUBS FOR FX W DELAY HEAL",1,,1
S22.021A,"STABLE BURST FRACTURE OF SECOND THORACIC VERTEBRA, INIT",54,8,46
S22.021D,"STABLE BURST FX SECOND THOR VERT, SUBS FOR FX W ROUTN HEAL",6,1,5
S22.021S,"STABLE BURST FRACTURE OF SECOND THORACIC VERTEBRA, SEQUELA",2,,2
S22.022A,"UNSTABLE BURST FRACTURE OF SECOND THORACIC VERTEBRA, INIT",9,2,7
S22.028A,"OTH FRACTURE OF SECOND THORACIC VERTEBRA, INIT FOR CLOS FX",175,21,154
S22.028B,"OTH FRACTURE OF SECOND THORACIC VERTEBRA, INIT FOR OPN FX",3,,3
S22.028D,"OTH FX SECOND THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",27,1,26
S22.029A,"UNSP FRACTURE OF SECOND THORACIC VERTEBRA, INIT FOR CLOS FX",523,49,474
S22.029B,"UNSP FRACTURE OF SECOND THORACIC VERTEBRA, INIT FOR OPN FX",7,,7
S22.029D,"UNSP FX SECOND THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",109,7,102
S22.029G,"UNSP FX SECOND THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",2,,2
S22.029S,"UNSPECIFIED FRACTURE OF SECOND THORACIC VERTEBRA, SEQUELA",2,,2
S22.030A,"WEDGE COMPRESSION FRACTURE OF THIRD THORACIC VERTEBRA, INIT",112,21,91
S22.030B,"WEDGE COMPRSN FX THIRD THOR VERTEBRA, INIT FOR OPN FX",1,,1
S22.030D,"WEDGE COMPRSN FX THIRD THOR VERT, SUBS FOR FX W ROUTN HEAL",22,3,19
S22.030S,"WEDGE COMPRESSION FRACTURE OF THIRD THOR VERTEBRA, SEQUELA",1,,1
S22.031A,"STABLE BURST FRACTURE OF THIRD THORACIC VERTEBRA, INIT",60,11,49
S22.031D,"STABLE BURST FX THIRD THOR VERT, SUBS FOR FX W ROUTN HEAL",14,1,13
S22.031K,"STABLE BURST FX THIRD THOR VERTEBRA, SUBS FOR FX W NONUNION",1,1,
S22.031S,"STABLE BURST FRACTURE OF THIRD THORACIC VERTEBRA, SEQUELA",2,,2
S22.032A,"UNSTABLE BURST FRACTURE OF THIRD THORACIC VERTEBRA, INIT",20,8,12
S22.032D,"UNSTBL BURST FX THIRD THOR VERT, SUBS FOR FX W ROUTN HEAL",1,1,
S22.038A,"OTH FRACTURE OF THIRD THORACIC VERTEBRA, INIT FOR CLOS FX",247,22,225
S22.038D,"OTH FX THIRD THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",31,1,30
S22.038G,"OTH FX THIRD THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",1,,1
S22.038S,"OTHER FRACTURE OF THIRD THORACIC VERTEBRA, SEQUELA",2,,2
S22.039A,"UNSP FRACTURE OF THIRD THORACIC VERTEBRA, INIT FOR CLOS FX",536,50,486
S22.039B,"UNSP FRACTURE OF THIRD THORACIC VERTEBRA, INIT FOR OPN FX",3,,3
S22.039D,"UNSP FX THIRD THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",103,4,99
S22.039G,"UNSP FX THIRD THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",2,,2
S22.039S,"UNSPECIFIED FRACTURE OF THIRD THORACIC VERTEBRA, SEQUELA",5,,5
S22.040A,"WEDGE COMPRESSION FRACTURE OF FOURTH THORACIC VERTEBRA, INIT",131,24,107
S22.040B,"WEDGE COMPRSN FX FOURTH THOR VERTEBRA, INIT FOR OPN FX",1,,1
S22.040D,"WEDGE COMPRSN FX FOURTH THOR VERT, SUBS FOR FX W ROUTN HEAL",22,1,21
S22.040G,"WEDGE COMPRSN FX FOURTH THOR VERT, SUBS FOR FX W DELAY HEAL",1,,1
S22.040S,"WEDGE COMPRESSION FRACTURE OF FOURTH THOR VERTEBRA, SEQUELA",1,,1
S22.041A,"STABLE BURST FRACTURE OF FOURTH THORACIC VERTEBRA, INIT",67,12,55
S22.041B,"STABLE BURST FX FOURTH THOR VERTEBRA, INIT FOR OPN FX",2,,2
S22.041D,"STABLE BURST FX FOURTH THOR VERT, SUBS FOR FX W ROUTN HEAL",17,1,16
S22.041S,"STABLE BURST FRACTURE OF FOURTH THORACIC VERTEBRA, SEQUELA",1,,1
S22.042A,"UNSTABLE BURST FRACTURE OF FOURTH THORACIC VERTEBRA, INIT",21,6,15
S22.042B,"UNSTABLE BURST FX FOURTH THOR VERTEBRA, INIT FOR OPN FX",1,,1
S22.042D,"UNSTBL BURST FX FOURTH THOR VERT, SUBS FOR FX W ROUTN HEAL",1,,1
S22.048A,"OTH FRACTURE OF FOURTH THORACIC VERTEBRA, INIT FOR CLOS FX",236,16,220
S22.048B,"OTH FRACTURE OF FOURTH THORACIC VERTEBRA, INIT FOR OPN FX",1,,1
S22.048D,"OTH FX FOURTH THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",32,,32
S22.048S,"OTHER FRACTURE OF FOURTH THORACIC VERTEBRA, SEQUELA",2,,2
S22.049A,"UNSP FRACTURE OF FOURTH THORACIC VERTEBRA, INIT FOR CLOS FX",534,44,490
S22.049B,"UNSP FRACTURE OF FOURTH THORACIC VERTEBRA, INIT FOR OPN FX",1,,1
S22.049D,"UNSP FX FOURTH THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",110,2,108
S22.049G,"UNSP FX FOURTH THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",1,,1
S22.049S,"UNSPECIFIED FRACTURE OF FOURTH THORACIC VERTEBRA, SEQUELA",4,,4
S22.050A,"WEDGE COMPRESSION FRACTURE OF T5-T6 VERTEBRA, INIT",256,68,188
S22.050B,"WEDGE COMPRSN FRACTURE OF T5-T6 VERTEBRA, INIT FOR OPN FX",1,1,
S22.050D,"WEDGE COMPRSN FX T5-T6 VERTEBRA, SUBS FOR FX W ROUTN HEAL",40,6,34
S22.050G,"WEDGE COMPRSN FX T5-T6 VERTEBRA, SUBS FOR FX W DELAY HEAL",3,,3
S22.050S,"WEDGE COMPRESSION FRACTURE OF T5-T6 VERTEBRA, SEQUELA",6,1,5
S22.051A,"STABLE BURST FRACTURE OF T5-T6 VERTEBRA, INIT FOR CLOS FX",128,35,93
S22.051B,"STABLE BURST FRACTURE OF T5-T6 VERTEBRA, INIT FOR OPN FX",2,1,1
S22.051D,"STABLE BURST FX T5-T6 VERTEBRA, SUBS FOR FX W ROUTN HEAL",24,3,21
S22.051K,"STABLE BURST FX T5-T6 VERTEBRA, SUBS FOR FX W NONUNION",1,,1
S22.051S,"STABLE BURST FRACTURE OF T5-T6 VERTEBRA, SEQUELA",2,,2
S22.052A,"UNSTABLE BURST FRACTURE OF T5-T6 VERTEBRA, INIT FOR CLOS FX",35,13,22
S22.052D,"UNSTABLE BURST FX T5-T6 VERTEBRA, SUBS FOR FX W ROUTN HEAL",9,2,7
S22.058A,"OTH FRACTURE OF T5-T6 VERTEBRA, INIT FOR CLOS FX",320,39,281
S22.058B,"OTH FRACTURE OF T5-T6 VERTEBRA, INIT FOR OPN FX",2,,2
S22.058D,"OTH FRACTURE OF T5-T6 VERTEBRA, SUBS FOR FX W ROUTN HEAL",46,5,41
S22.058G,"OTH FRACTURE OF T5-T6 VERTEBRA, SUBS FOR FX W DELAY HEAL",1,,1
S22.058S,"OTHER FRACTURE OF T5-T6 VERTEBRA, SEQUELA",6,,6
S22.059A,"UNSP FRACTURE OF T5-T6 VERTEBRA, INIT FOR CLOS FX",789,104,685
S22.059B,"UNSP FRACTURE OF T5-T6 VERTEBRA, INIT FOR OPN FX",9,2,7
S22.059D,"UNSP FRACTURE OF T5-T6 VERTEBRA, SUBS FOR FX W ROUTN HEAL",156,14,142
S22.059G,"UNSP FRACTURE OF T5-T6 VERTEBRA, SUBS FOR FX W DELAY HEAL",3,,3
S22.059S,"UNSPECIFIED FRACTURE OF T5-T6 VERTEBRA, SEQUELA",13,,13
S22.060A,"WEDGE COMPRESSION FRACTURE OF T7-T8 VERTEBRA, INIT",306,82,224
S22.060B,"WEDGE COMPRSN FRACTURE OF T7-T8 VERTEBRA, INIT FOR OPN FX",1,,1
S22.060D,"WEDGE COMPRSN FX T7-T8 VERTEBRA, SUBS FOR FX W ROUTN HEAL",57,6,51
S22.060G,"WEDGE COMPRSN FX T7-T8 VERTEBRA, SUBS FOR FX W DELAY HEAL",4,1,3
S22.060K,"WEDGE COMPRSN FX T7-T8 VERTEBRA, SUBS FOR FX W NONUNION",1,,1
S22.060S,"WEDGE COMPRESSION FRACTURE OF T7-T8 VERTEBRA, SEQUELA",9,,9
S22.061A,"STABLE BURST FRACTURE OF T7-T8 VERTEBRA, INIT FOR CLOS FX",115,30,85
S22.061B,"STABLE BURST FRACTURE OF T7-T8 VERTEBRA, INIT FOR OPN FX",1,,1
S22.061D,"STABLE BURST FX T7-T8 VERTEBRA, SUBS FOR FX W ROUTN HEAL",12,2,10
S22.061K,"STABLE BURST FX T7-T8 VERTEBRA, SUBS FOR FX W NONUNION",4,3,1
S22.061S,"STABLE BURST FRACTURE OF T7-T8 VERTEBRA, SEQUELA",3,,3
S22.062A,"UNSTABLE BURST FRACTURE OF T7-T8 VERTEBRA, INIT FOR CLOS FX",31,17,14
S22.062D,"UNSTABLE BURST FX T7-T8 VERTEBRA, SUBS FOR FX W ROUTN HEAL",3,,3
S22.068A,"OTH FRACTURE OF T7-T8 THORACIC VERTEBRA, INIT FOR CLOS FX",330,62,268
S22.068B,"OTH FRACTURE OF T7-T8 THORACIC VERTEBRA, INIT FOR OPN FX",6,1,5
S22.068D,"OTH FX T7-T8 THOR VERTEBRA, SUBS FOR FX W ROUTN HEAL",45,3,42
S22.068G,"OTH FX T7-T8 THOR VERTEBRA, SUBS FOR FX W DELAY HEAL",2,,2
S22.068S,"OTHER FRACTURE OF T7-T8 THORACIC VERTEBRA, SEQUELA",5,,5
S22.069A,"UNSP FRACTURE OF T7-T8 VERTEBRA, INIT FOR CLOS FX",896,165,731
S22.069B,"UNSP FRACTURE OF T7-T8 VERTEBRA, INIT FOR OPN FX",10,3,7
S22.069D,"UNSP FRACTURE OF T7-T8 VERTEBRA, SUBS FOR FX W ROUTN HEAL",179,14,165
