ProcedureCode,ProcedureDesc,TotalProc,PrimaryProc,SecondProc
0QSH45Z,"REPOSITION LEFT TIBIA WITH EXT FIX, PERC ENDO APPROACH",6,3,3
0QSH46Z,"REPOSITION LEFT TIBIA WITH INTRAMED FIX, PERC ENDO APPROACH",3,1,2
0QSH4ZZ,"REPOSITION LEFT TIBIA, PERCUTANEOUS ENDOSCOPIC APPROACH",1,1,
0QSHXZZ,"REPOSITION LEFT TIBIA, EXTERNAL APPROACH",806,158,648
0QSJ04Z,"REPOSITION RIGHT FIBULA WITH INT FIX, OPEN APPROACH",2635,1606,1029
0QSJ05Z,"REPOSITION RIGHT FIBULA WITH EXT FIX, OPEN APPROACH",27,11,16
0QSJ06Z,"REPOSITION RIGHT FIBULA WITH INTRAMED FIX, OPEN APPROACH",105,37,68
0QSJ0BZ,"REPOSITION RIGHT FIBULA WITH MONOPLN EXT FIX, OPEN APPROACH",6,3,3
0QSJ0CZ,"REPOSITION RIGHT FIBULA WITH RING EXT FIX, OPEN APPROACH",1,,1
0QSJ0DZ,"REPOSITION RIGHT FIBULA WITH HYBRID EXT FIX, OPEN APPROACH",1,1,
0QSJ0ZZ,"REPOSITION RIGHT FIBULA, OPEN APPROACH",40,6,34
0QSJ34Z,"REPOSITION RIGHT FIBULA WITH INT FIX, PERC APPROACH",58,28,30
0QSJ35Z,"REPOSITION RIGHT FIBULA WITH EXT FIX, PERC APPROACH",91,50,41
0QSJ36Z,"REPOSITION RIGHT FIBULA WITH INTRAMED FIX, PERC APPROACH",37,17,20
0QSJ3BZ,"REPOSITION RIGHT FIBULA WITH MONOPLN EXT FIX, PERC APPROACH",7,5,2
0QSJ3CZ,"REPOSITION RIGHT FIBULA WITH RING EXT FIX, PERC APPROACH",4,1,3
0QSJ3DZ,"REPOSITION RIGHT FIBULA WITH HYBRID EXT FIX, PERC APPROACH",2,1,1
0QSJ3ZZ,"REPOSITION RIGHT FIBULA, PERCUTANEOUS APPROACH",7,,7
0QSJXZZ,"REPOSITION RIGHT FIBULA, EXTERNAL APPROACH",788,148,640
0QSK04Z,"REPOSITION LEFT FIBULA WITH INT FIX, OPEN APPROACH",2202,1328,874
0QSK05Z,"REPOSITION LEFT FIBULA WITH EXT FIX, OPEN APPROACH",38,13,25
0QSK06Z,"REPOSITION LEFT FIBULA WITH INTRAMED FIX, OPEN APPROACH",111,56,55
0QSK0BZ,"REPOSITION LEFT FIBULA WITH MONOPLN EXT FIX, OPEN APPROACH",2,1,1
0QSK0CZ,"REPOSITION LEFT FIBULA WITH RING EXT FIX, OPEN APPROACH",2,1,1
0QSK0DZ,"REPOSITION LEFT FIBULA WITH HYBRID EXT FIX, OPEN APPROACH",1,,1
0QSK0ZZ,"REPOSITION LEFT FIBULA, OPEN APPROACH",39,5,34
0QSK34Z,"REPOSITION LEFT FIBULA WITH INT FIX, PERC APPROACH",44,17,27
0QSK35Z,"REPOSITION LEFT FIBULA WITH EXT FIX, PERC APPROACH",85,39,46
0QSK36Z,"REPOSITION LEFT FIBULA WITH INTRAMED FIX, PERC APPROACH",36,15,21
0QSK3BZ,"REPOSITION LEFT FIBULA WITH MONOPLN EXT FIX, PERC APPROACH",6,4,2
0QSK3CZ,"REPOSITION LEFT FIBULA WITH RING EXT FIX, PERC APPROACH",1,1,
0QSK3ZZ,"REPOSITION LEFT FIBULA, PERCUTANEOUS APPROACH",5,,5
0QSK45Z,"REPOSITION LEFT FIBULA WITH EXT FIX, PERC ENDO APPROACH",1,,1
0QSK46Z,"REPOSITION LEFT FIBULA WITH INTRAMED FIX, PERC ENDO APPROACH",1,,1
0QSK4ZZ,"REPOSITION LEFT FIBULA, PERCUTANEOUS ENDOSCOPIC APPROACH",1,1,
0QSKXZZ,"REPOSITION LEFT FIBULA, EXTERNAL APPROACH",656,128,528
0QSL04Z,"REPOSITION RIGHT TARSAL WITH INT FIX, OPEN APPROACH",697,319,378
0QSL05Z,"REPOSITION RIGHT TARSAL WITH EXT FIX, OPEN APPROACH",31,7,24
0QSL0ZZ,"REPOSITION RIGHT TARSAL, OPEN APPROACH",35,9,26
0QSL34Z,"REPOSITION RIGHT TARSAL WITH INT FIX, PERC APPROACH",60,21,39
0QSL35Z,"REPOSITION RIGHT TARSAL WITH EXT FIX, PERC APPROACH",65,12,53
0QSL3ZZ,"REPOSITION RIGHT TARSAL, PERCUTANEOUS APPROACH",2,,2
0QSL45Z,"REPOSITION RIGHT TARSAL WITH EXT FIX, PERC ENDO APPROACH",1,,1
0QSLXZZ,"REPOSITION RIGHT TARSAL, EXTERNAL APPROACH",112,23,89
0QSM04Z,"REPOSITION LEFT TARSAL WITH INT FIX, OPEN APPROACH",547,270,277
0QSM05Z,"REPOSITION LEFT TARSAL WITH EXT FIX, OPEN APPROACH",18,3,15
0QSM0ZZ,"REPOSITION LEFT TARSAL, OPEN APPROACH",28,4,24
0QSM34Z,"REPOSITION LEFT TARSAL WITH INT FIX, PERC APPROACH",54,18,36
0QSM35Z,"REPOSITION LEFT TARSAL WITH EXT FIX, PERC APPROACH",35,7,28
0QSM3ZZ,"REPOSITION LEFT TARSAL, PERCUTANEOUS APPROACH",4,1,3
0QSMXZZ,"REPOSITION LEFT TARSAL, EXTERNAL APPROACH",79,17,62
0QSN042,"REPOSITION R METATARSAL, SESAMD BN, W INT FIX, OPEN",4,3,1
0QSN04Z,"REPOSITION RIGHT METATARSAL WITH INT FIX, OPEN APPROACH",258,95,163
0QSN05Z,"REPOSITION RIGHT METATARSAL WITH EXT FIX, OPEN APPROACH",9,1,8
0QSN0ZZ,"REPOSITION RIGHT METATARSAL, OPEN APPROACH",10,4,6
0QSN342,"REPOSITION R METATARSAL, SESAMD BN, W INT FIX, PERC",2,1,1
0QSN34Z,"REPOSITION RIGHT METATARSAL WITH INT FIX, PERC APPROACH",69,20,49
0QSN35Z,"REPOSITION RIGHT METATARSAL WITH EXT FIX, PERC APPROACH",15,2,13
0QSN3ZZ,"REPOSITION RIGHT METATARSAL, PERCUTANEOUS APPROACH",3,,3
0QSNXZ2,"REPOSITION RIGHT METATARSAL, SESAMD BN, EXTERN APPROACH",1,,1
0QSNXZZ,"REPOSITION RIGHT METATARSAL, EXTERNAL APPROACH",75,10,65
0QSP042,"REPOSITION L METATARSAL, SESAMD BN, W INT FIX, OPEN",5,1,4
0QSP04Z,"REPOSITION LEFT METATARSAL WITH INT FIX, OPEN APPROACH",351,144,207
0QSP052,"REPOSITION L METATARSAL, SESAMD BN, W EXT FIX, OPEN",1,,1
0QSP05Z,"REPOSITION LEFT METATARSAL WITH EXT FIX, OPEN APPROACH",4,1,3
0QSP0ZZ,"REPOSITION LEFT METATARSAL, OPEN APPROACH",17,6,11
0QSP34Z,"REPOSITION LEFT METATARSAL WITH INT FIX, PERC APPROACH",95,26,69
0QSP352,"REPOSITION L METATARSAL, SESAMD BN, W EXT FIX, PERC",1,,1
0QSP35Z,"REPOSITION LEFT METATARSAL WITH EXT FIX, PERC APPROACH",9,1,8
0QSPXZZ,"REPOSITION LEFT METATARSAL, EXTERNAL APPROACH",92,8,84
0QSQ04Z,"REPOSITION RIGHT TOE PHALANX WITH INT FIX, OPEN APPROACH",58,25,33
0QSQ05Z,"REPOSITION RIGHT TOE PHALANX WITH EXT FIX, OPEN APPROACH",1,,1
0QSQ0ZZ,"REPOSITION RIGHT TOE PHALANX, OPEN APPROACH",7,2,5
0QSQ34Z,"REPOSITION RIGHT TOE PHALANX WITH INT FIX, PERC APPROACH",25,4,21
0QSQXZZ,"REPOSITION RIGHT TOE PHALANX, EXTERNAL APPROACH",35,8,27
0QSR04Z,"REPOSITION LEFT TOE PHALANX WITH INT FIX, OPEN APPROACH",87,30,57
0QSR05Z,"REPOSITION LEFT TOE PHALANX WITH EXT FIX, OPEN APPROACH",1,,1
0QSR0ZZ,"REPOSITION LEFT TOE PHALANX, OPEN APPROACH",3,2,1
0QSR34Z,"REPOSITION LEFT TOE PHALANX WITH INT FIX, PERC APPROACH",35,8,27
0QSR44Z,"REPOSITION LEFT TOE PHALANX WITH INT FIX, PERC ENDO APPROACH",1,1,
0QSRXZZ,"REPOSITION LEFT TOE PHALANX, EXTERNAL APPROACH",36,11,25
0QSSXZZ,"REPOSITION COCCYX, EXTERNAL APPROACH",1,1,
0QT20ZZ,"RESECTION OF RIGHT PELVIC BONE, OPEN APPROACH",5,2,3
0QT30ZZ,"RESECTION OF LEFT PELVIC BONE, OPEN APPROACH",7,1,6
0QT40ZZ,"RESECTION OF RIGHT ACETABULUM, OPEN APPROACH",1,,1
0QT50ZZ,"RESECTION OF LEFT ACETABULUM, OPEN APPROACH",5,,5
0QT60ZZ,"RESECTION OF RIGHT UPPER FEMUR, OPEN APPROACH",37,24,13
0QT70ZZ,"RESECTION OF LEFT UPPER FEMUR, OPEN APPROACH",46,30,16
0QTB0ZZ,"RESECTION OF RIGHT LOWER FEMUR, OPEN APPROACH",10,5,5
0QTC0ZZ,"RESECTION OF LEFT LOWER FEMUR, OPEN APPROACH",11,8,3
0QTD0ZZ,"RESECTION OF RIGHT PATELLA, OPEN APPROACH",24,4,20
0QTF0ZZ,"RESECTION OF LEFT PATELLA, OPEN APPROACH",28,6,22
0QTG0ZZ,"RESECTION OF RIGHT TIBIA, OPEN APPROACH",5,1,4
0QTH0ZZ,"RESECTION OF LEFT TIBIA, OPEN APPROACH",2,1,1
0QTL0ZZ,"RESECTION OF RIGHT TARSAL, OPEN APPROACH",30,9,21
0QTM0ZZ,"RESECTION OF LEFT TARSAL, OPEN APPROACH",26,14,12
0QTN0ZZ,"RESECTION OF RIGHT METATARSAL, OPEN APPROACH",122,47,75
0QTP0ZZ,"RESECTION OF LEFT METATARSAL, OPEN APPROACH",127,54,73
0QTQ0ZZ,"RESECTION OF RIGHT TOE PHALANX, OPEN APPROACH",24,10,14
0QTR0ZZ,"RESECTION OF LEFT TOE PHALANX, OPEN APPROACH",20,9,11
0QTS0ZZ,"RESECTION OF COCCYX, OPEN APPROACH",44,21,23
0QU007Z,"SUPPLEMENT LUMBAR VERTEBRA WITH AUTOL SUB, OPEN APPROACH",72,2,70
0QU00JZ,"SUPPLEMENT LUMBAR VERTEBRA WITH SYNTH SUB, OPEN APPROACH",151,8,143
0QU00KZ,"SUPPLEMENT LUMBAR VERTEBRA WITH NONAUT SUB, OPEN APPROACH",37,,37
0QU037Z,"SUPPLEMENT LUMBAR VERTEBRA WITH AUTOL SUB, PERC APPROACH",1,,1
0QU03JZ,"SUPPLEMENT LUMBAR VERTEBRA WITH SYNTH SUB, PERC APPROACH",1690,185,1505
0QU03KZ,"SUPPLEMENT LUMBAR VERTEBRA WITH NONAUT SUB, PERC APPROACH",4,2,2
0QU04JZ,"SUPPLEMENT LUM VERTEBRA WITH SYNTH SUB, PERC ENDO APPROACH",2,1,1
0QU107Z,"SUPPLEMENT SACRUM WITH AUTOL SUB, OPEN APPROACH",13,,13
0QU10JZ,"SUPPLEMENT SACRUM WITH SYNTHETIC SUBSTITUTE, OPEN APPROACH",11,,11
0QU10KZ,"SUPPLEMENT SACRUM WITH NONAUT SUB, OPEN APPROACH",8,1,7
0QU13JZ,"SUPPLEMENT SACRUM WITH SYNTHETIC SUBSTITUTE, PERC APPROACH",88,36,52
0QU207Z,"SUPPLEMENT RIGHT PELVIC BONE WITH AUTOL SUB, OPEN APPROACH",86,1,85
0QU20JZ,"SUPPLEMENT RIGHT PELVIC BONE WITH SYNTH SUB, OPEN APPROACH",8,,8
0QU20KZ,"SUPPLEMENT RIGHT PELVIC BONE WITH NONAUT SUB, OPEN APPROACH",14,1,13
0QU23JZ,"SUPPLEMENT RIGHT PELVIC BONE WITH SYNTH SUB, PERC APPROACH",3,,3
0QU307Z,"SUPPLEMENT LEFT PELVIC BONE WITH AUTOL SUB, OPEN APPROACH",65,,65
0QU30JZ,"SUPPLEMENT LEFT PELVIC BONE WITH SYNTH SUB, OPEN APPROACH",8,,8
0QU30KZ,"SUPPLEMENT LEFT PELVIC BONE WITH NONAUT SUB, OPEN APPROACH",12,,12
0QU33JZ,"SUPPLEMENT LEFT PELVIC BONE WITH SYNTH SUB, PERC APPROACH",6,2,4
0QU407Z,"SUPPLEMENT RIGHT ACETABULUM WITH AUTOL SUB, OPEN APPROACH",99,10,89
0QU40JZ,"SUPPLEMENT RIGHT ACETABULUM WITH SYNTH SUB, OPEN APPROACH",27,1,26
0QU40KZ,"SUPPLEMENT RIGHT ACETABULUM WITH NONAUT SUB, OPEN APPROACH",41,,41
0QU43JZ,"SUPPLEMENT RIGHT ACETABULUM WITH SYNTH SUB, PERC APPROACH",1,,1
0QU44KZ,"SUPPLEMENT R ACETABULUM WITH NONAUT SUB, PERC ENDO APPROACH",1,,1
0QU507Z,"SUPPLEMENT LEFT ACETABULUM WITH AUTOL SUB, OPEN APPROACH",83,9,74
0QU50JZ,"SUPPLEMENT LEFT ACETABULUM WITH SYNTH SUB, OPEN APPROACH",29,,29
0QU50KZ,"SUPPLEMENT LEFT ACETABULUM WITH NONAUT SUB, OPEN APPROACH",37,,37
0QU53JZ,"SUPPLEMENT LEFT ACETABULUM WITH SYNTH SUB, PERC APPROACH",1,,1
0QU607Z,"SUPPLEMENT RIGHT UPPER FEMUR WITH AUTOL SUB, OPEN APPROACH",94,6,88
0QU60JZ,"SUPPLEMENT RIGHT UPPER FEMUR WITH SYNTH SUB, OPEN APPROACH",59,1,58
0QU60KZ,"SUPPLEMENT RIGHT UPPER FEMUR WITH NONAUT SUB, OPEN APPROACH",50,2,48
0QU637Z,"SUPPLEMENT RIGHT UPPER FEMUR WITH AUTOL SUB, PERC APPROACH",3,2,1
0QU63JZ,"SUPPLEMENT RIGHT UPPER FEMUR WITH SYNTH SUB, PERC APPROACH",4,1,3
0QU707Z,"SUPPLEMENT LEFT UPPER FEMUR WITH AUTOL SUB, OPEN APPROACH",93,8,85
0QU70JZ,"SUPPLEMENT LEFT UPPER FEMUR WITH SYNTH SUB, OPEN APPROACH",55,2,53
0QU70KZ,"SUPPLEMENT LEFT UPPER FEMUR WITH NONAUT SUB, OPEN APPROACH",49,6,43
0QU737Z,"SUPPLEMENT LEFT UPPER FEMUR WITH AUTOL SUB, PERC APPROACH",5,,5
0QU73JZ,"SUPPLEMENT LEFT UPPER FEMUR WITH SYNTH SUB, PERC APPROACH",3,,3
0QU74KZ,"SUPPLEMENT L UP FEMUR WITH NONAUT SUB, PERC ENDO APPROACH",1,,1
0QU807Z,"SUPPLEMENT RIGHT FEMORAL SHAFT WITH AUTOL SUB, OPEN APPROACH",38,9,29
0QU80JZ,"SUPPLEMENT RIGHT FEMORAL SHAFT WITH SYNTH SUB, OPEN APPROACH",16,1,15
0QU80KZ,"SUPPLEMENT R FEMUR SHAFT WITH NONAUT SUB, OPEN APPROACH",21,1,20
0QU837Z,"SUPPLEMENT RIGHT FEMORAL SHAFT WITH AUTOL SUB, PERC APPROACH",2,1,1
0QU83JZ,"SUPPLEMENT RIGHT FEMORAL SHAFT WITH SYNTH SUB, PERC APPROACH",1,,1
0QU83KZ,"SUPPLEMENT R FEMUR SHAFT WITH NONAUT SUB, PERC APPROACH",1,,1
0QU84KZ,"SUPPLEMENT R FEMUR SHAFT WITH NONAUT SUB, PERC ENDO APPROACH",1,1,
0QU907Z,"SUPPLEMENT LEFT FEMORAL SHAFT WITH AUTOL SUB, OPEN APPROACH",29,5,24
0QU90JZ,"SUPPLEMENT LEFT FEMORAL SHAFT WITH SYNTH SUB, OPEN APPROACH",10,,10
0QU90KZ,"SUPPLEMENT LEFT FEMORAL SHAFT WITH NONAUT SUB, OPEN APPROACH",18,1,17
0QU937Z,"SUPPLEMENT LEFT FEMORAL SHAFT WITH AUTOL SUB, PERC APPROACH",1,,1
0QUB07Z,"SUPPLEMENT RIGHT LOWER FEMUR WITH AUTOL SUB, OPEN APPROACH",56,10,46
0QUB0JZ,"SUPPLEMENT RIGHT LOWER FEMUR WITH SYNTH SUB, OPEN APPROACH",31,3,28
0QUB0KZ,"SUPPLEMENT RIGHT LOWER FEMUR WITH NONAUT SUB, OPEN APPROACH",57,6,51
0QUB37Z,"SUPPLEMENT RIGHT LOWER FEMUR WITH AUTOL SUB, PERC APPROACH",2,,2
0QUB47Z,"SUPPLEMENT R LOW FEMUR WITH AUTOL SUB, PERC ENDO APPROACH",1,1,
0QUB4JZ,"SUPPLEMENT R LOW FEMUR WITH SYNTH SUB, PERC ENDO APPROACH",1,1,
0QUC07Z,"SUPPLEMENT LEFT LOWER FEMUR WITH AUTOL SUB, OPEN APPROACH",72,9,63
0QUC0JZ,"SUPPLEMENT LEFT LOWER FEMUR WITH SYNTH SUB, OPEN APPROACH",37,2,35
0QUC0KZ,"SUPPLEMENT LEFT LOWER FEMUR WITH NONAUT SUB, OPEN APPROACH",51,5,46
0QUC37Z,"SUPPLEMENT LEFT LOWER FEMUR WITH AUTOL SUB, PERC APPROACH",2,,2
0QUC3JZ,"SUPPLEMENT LEFT LOWER FEMUR WITH SYNTH SUB, PERC APPROACH",2,,2
0QUC47Z,"SUPPLEMENT L LOW FEMUR WITH AUTOL SUB, PERC ENDO APPROACH",1,1,
0QUC4JZ,"SUPPLEMENT L LOW FEMUR WITH SYNTH SUB, PERC ENDO APPROACH",1,1,
0QUD07Z,"SUPPLEMENT RIGHT PATELLA WITH AUTOL SUB, OPEN APPROACH",9,2,7
0QUD0JZ,"SUPPLEMENT RIGHT PATELLA WITH SYNTH SUB, OPEN APPROACH",16,2,14
0QUD0KZ,"SUPPLEMENT RIGHT PATELLA WITH NONAUT SUB, OPEN APPROACH",9,3,6
0QUF07Z,"SUPPLEMENT LEFT PATELLA WITH AUTOL SUB, OPEN APPROACH",11,,11
0QUF0JZ,"SUPPLEMENT LEFT PATELLA WITH SYNTH SUB, OPEN APPROACH",13,1,12
0QUF0KZ,"SUPPLEMENT LEFT PATELLA WITH NONAUT SUB, OPEN APPROACH",4,,4
0QUF47Z,"SUPPLEMENT LEFT PATELLA WITH AUTOL SUB, PERC ENDO APPROACH",1,,1
0QUG07Z,"SUPPLEMENT RIGHT TIBIA WITH AUTOL SUB, OPEN APPROACH",153,26,127
0QUG0JZ,"SUPPLEMENT RIGHT TIBIA WITH SYNTH SUB, OPEN APPROACH",95,2,93
0QUG0KZ,"SUPPLEMENT RIGHT TIBIA WITH NONAUT SUB, OPEN APPROACH",130,2,128
0QUG37Z,"SUPPLEMENT RIGHT TIBIA WITH AUTOL SUB, PERC APPROACH",3,,3
0QUG3JZ,"SUPPLEMENT RIGHT TIBIA WITH SYNTH SUB, PERC APPROACH",3,1,2
0QUG3KZ,"SUPPLEMENT RIGHT TIBIA WITH NONAUT SUB, PERC APPROACH",2,,2
0QUG47Z,"SUPPLEMENT RIGHT TIBIA WITH AUTOL SUB, PERC ENDO APPROACH",2,,2
0QUG4JZ,"SUPPLEMENT RIGHT TIBIA WITH SYNTH SUB, PERC ENDO APPROACH",3,1,2
0QUG4KZ,"SUPPLEMENT RIGHT TIBIA WITH NONAUT SUB, PERC ENDO APPROACH",2,,2
0QUH07Z,"SUPPLEMENT LEFT TIBIA WITH AUTOL SUB, OPEN APPROACH",160,26,134
0QUH0JZ,"SUPPLEMENT LEFT TIBIA WITH SYNTH SUB, OPEN APPROACH",98,3,95
0QUH0KZ,"SUPPLEMENT LEFT TIBIA WITH NONAUT SUB, OPEN APPROACH",132,2,130
0QUH37Z,"SUPPLEMENT LEFT TIBIA WITH AUTOL SUB, PERC APPROACH",4,,4
0QUH3JZ,"SUPPLEMENT LEFT TIBIA WITH SYNTH SUB, PERC APPROACH",2,,2
0QUJ07Z,"SUPPLEMENT RIGHT FIBULA WITH AUTOL SUB, OPEN APPROACH",32,4,28
0QUJ0JZ,"SUPPLEMENT RIGHT FIBULA WITH SYNTH SUB, OPEN APPROACH",14,,14
0QUJ0KZ,"SUPPLEMENT RIGHT FIBULA WITH NONAUT SUB, OPEN APPROACH",17,1,16
0QUJ3JZ,"SUPPLEMENT RIGHT FIBULA WITH SYNTH SUB, PERC APPROACH",1,,1
0QUK07Z,"SUPPLEMENT LEFT FIBULA WITH AUTOL SUB, OPEN APPROACH",22,1,21
0QUK0JZ,"SUPPLEMENT LEFT FIBULA WITH SYNTH SUB, OPEN APPROACH",10,1,9
0QUK0KZ,"SUPPLEMENT LEFT FIBULA WITH NONAUT SUB, OPEN APPROACH",20,1,19
0QUK3JZ,"SUPPLEMENT LEFT FIBULA WITH SYNTH SUB, PERC APPROACH",1,,1
0QUL07Z,"SUPPLEMENT RIGHT TARSAL WITH AUTOL SUB, OPEN APPROACH",65,4,61
0QUL0JZ,"SUPPLEMENT RIGHT TARSAL WITH SYNTH SUB, OPEN APPROACH",26,,26
0QUL0KZ,"SUPPLEMENT RIGHT TARSAL WITH NONAUT SUB, OPEN APPROACH",51,,51
0QUL3JZ,"SUPPLEMENT RIGHT TARSAL WITH SYNTH SUB, PERC APPROACH",1,,1
0QUL4JZ,"SUPPLEMENT RIGHT TARSAL WITH SYNTH SUB, PERC ENDO APPROACH",1,,1
0QUM07Z,"SUPPLEMENT LEFT TARSAL WITH AUTOL SUB, OPEN APPROACH",48,3,45
0QUM0JZ,"SUPPLEMENT LEFT TARSAL WITH SYNTH SUB, OPEN APPROACH",20,,20
0QUM0KZ,"SUPPLEMENT LEFT TARSAL WITH NONAUT SUB, OPEN APPROACH",37,1,36
0QUM37Z,"SUPPLEMENT LEFT TARSAL WITH AUTOL SUB, PERC APPROACH",1,,1
0QUN07Z,"SUPPLEMENT RIGHT METATARSAL WITH AUTOL SUB, OPEN APPROACH",14,1,13
0QUN0JZ,"SUPPLEMENT RIGHT METATARSAL WITH SYNTH SUB, OPEN APPROACH",7,,7
0QUN0KZ,"SUPPLEMENT RIGHT METATARSAL WITH NONAUT SUB, OPEN APPROACH",16,,16
0QUP07Z,"SUPPLEMENT LEFT METATARSAL WITH AUTOL SUB, OPEN APPROACH",14,1,13
0QUP0JZ,"SUPPLEMENT LEFT METATARSAL WITH SYNTH SUB, OPEN APPROACH",6,1,5
0QUP0KZ,"SUPPLEMENT LEFT METATARSAL WITH NONAUT SUB, OPEN APPROACH",12,,12
0QUQ07Z,"SUPPLEMENT RIGHT TOE PHALANX WITH AUTOL SUB, OPEN APPROACH",1,,1
0QUQ0JZ,"SUPPLEMENT RIGHT TOE PHALANX WITH SYNTH SUB, OPEN APPROACH",1,,1
0QUQ0KZ,"SUPPLEMENT RIGHT TOE PHALANX WITH NONAUT SUB, OPEN APPROACH",3,,3
0QUR07Z,"SUPPLEMENT LEFT TOE PHALANX WITH AUTOL SUB, OPEN APPROACH",1,,1
0QUR0JZ,"SUPPLEMENT LEFT TOE PHALANX WITH SYNTH SUB, OPEN APPROACH",3,,3
0QUR0KZ,"SUPPLEMENT LEFT TOE PHALANX WITH NONAUT SUB, OPEN APPROACH",2,,2
0QW004Z,"REVISION OF INT FIX IN LUM VERTEBRA, OPEN APPROACH",110,27,83
0QW007Z,"REVISION OF AUTOL SUB IN LUM VERTEBRA, OPEN APPROACH",1,,1
0QW00JZ,"REVISION OF SYNTH SUB IN LUM VERTEBRA, OPEN APPROACH",1,,1
0QW034Z,"REVISION OF INT FIX IN LUM VERTEBRA, PERC APPROACH",1,,1
0QW044Z,"REVISION OF INT FIX IN LUM VERTEBRA, PERC ENDO APPROACH",2,,2
0QW0X4Z,"REVISION OF INT FIX IN LUM VERTEBRA, EXTERN APPROACH",1,,1
0QW104Z,"REVISION OF INT FIX IN SACRUM, OPEN APPROACH",24,3,21
0QW10KZ,"REVISION OF NONAUT SUB IN SACRUM, OPEN APPROACH",1,,1
0QW204Z,"REVISION OF INT FIX IN R PELVIC BONE, OPEN APPROACH",6,2,4
0QW234Z,"REVISION OF INT FIX IN R PELVIC BONE, PERC APPROACH",2,,2
0QW235Z,"REVISION OF EXT FIX IN R PELVIC BONE, PERC APPROACH",3,,3
0QW2X5Z,"REVISION OF EXT FIX IN R PELVIC BONE, EXTERN APPROACH",1,,1
0QW304Z,"REVISION OF INT FIX IN L PELVIC BONE, OPEN APPROACH",10,4,6
0QW305Z,"REVISION OF EXT FIX IN L PELVIC BONE, OPEN APPROACH",1,,1
0QW334Z,"REVISION OF INT FIX IN L PELVIC BONE, PERC APPROACH",3,,3
0QW335Z,"REVISION OF EXT FIX IN L PELVIC BONE, PERC APPROACH",1,,1
0QW404Z,"REVISION OF INT FIX IN R ACETABULUM, OPEN APPROACH",2,1,1
0QW504Z,"REVISION OF INT FIX IN L ACETABULUM, OPEN APPROACH",3,2,1
0QW604Z,"REVISION OF INT FIX IN R UP FEMUR, OPEN APPROACH",22,13,9
0QW605Z,"REVISION OF EXT FIX IN R UP FEMUR, OPEN APPROACH",1,,1
0QW634Z,"REVISION OF INT FIX IN R UP FEMUR, PERC APPROACH",2,1,1
0QW704Z,"REVISION OF INT FIX IN L UP FEMUR, OPEN APPROACH",22,12,10
0QW734Z,"REVISION OF INT FIX IN L UP FEMUR, PERC APPROACH",3,3,
0QW7X5Z,"REVISION OF EXT FIX IN L UP FEMUR, EXTERN APPROACH",1,,1
0QW804Z,"REVISION OF INT FIX IN R FEMUR SHAFT, OPEN APPROACH",15,9,6
0QW80JZ,"REVISION OF SYNTH SUB IN R FEMUR SHAFT, OPEN APPROACH",1,1,
0QW834Z,"REVISION OF INT FIX IN R FEMUR SHAFT, PERC APPROACH",1,1,
0QW904Z,"REVISION OF INT FIX IN L FEMUR SHAFT, OPEN APPROACH",12,3,9
0QW905Z,"REVISION OF EXT FIX IN L FEMUR SHAFT, OPEN APPROACH",1,,1
0QW935Z,"REVISION OF EXT FIX IN L FEMUR SHAFT, PERC APPROACH",1,,1
0QW9X5Z,"REVISION OF EXT FIX IN L FEMUR SHAFT, EXTERN APPROACH",1,,1
0QWB04Z,"REVISION OF INT FIX IN R LOW FEMUR, OPEN APPROACH",12,8,4
0QWB05Z,"REVISION OF EXT FIX IN R LOW FEMUR, OPEN APPROACH",1,,1
0QWB34Z,"REVISION OF INT FIX IN R LOW FEMUR, PERC APPROACH",1,,1
0QWB35Z,"REVISION OF EXT FIX IN R LOW FEMUR, PERC APPROACH",2,1,1
0QWBX5Z,"REVISION OF EXT FIX IN R LOW FEMUR, EXTERN APPROACH",1,,1
0QWC04Z,"REVISION OF INT FIX IN L LOW FEMUR, OPEN APPROACH",16,5,11
0QWC0JZ,"REVISION OF SYNTH SUB IN L LOW FEMUR, OPEN APPROACH",1,1,
0QWC34Z,"REVISION OF INT FIX IN L LOW FEMUR, PERC APPROACH",1,,1
0QWC35Z,"REVISION OF EXT FIX IN L LOW FEMUR, PERC APPROACH",1,,1
0QWC44Z,"REVISION OF INT FIX IN L LOW FEMUR, PERC ENDO APPROACH",1,,1
0QWCX5Z,"REVISION OF EXT FIX IN L LOW FEMUR, EXTERN APPROACH",3,,3
0QWD04Z,"REVISION OF INT FIX IN R PATELLA, OPEN APPROACH",6,4,2
0QWD44Z,"REVISION OF INT FIX IN R PATELLA, PERC ENDO APPROACH",1,1,
0QWDX5Z,"REVISION OF EXT FIX IN R PATELLA, EXTERN APPROACH",1,,1
0QWF04Z,"REVISION OF INT FIX IN L PATELLA, OPEN APPROACH",7,5,2
0QWFX5Z,"REVISION OF EXT FIX IN L PATELLA, EXTERN APPROACH",1,,1
0QWG04Z,"REVISION OF INT FIX IN R TIBIA, OPEN APPROACH",22,9,13
0QWG05Z,"REVISION OF EXT FIX IN R TIBIA, OPEN APPROACH",13,1,12
0QWG34Z,"REVISION OF INT FIX IN R TIBIA, PERC APPROACH",2,,2
0QWG35Z,"REVISION OF EXT FIX IN R TIBIA, PERC APPROACH",8,,8
0QWGX4Z,"REVISION OF INT FIX IN R TIBIA, EXTERN APPROACH",3,,3
